longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,avg_rooms,avg_bedrooms,avg_household_size
-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,NEAR BAY,1.7223230490018149,0.382032667876588,2.7758186397984885
-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,NEAR BAY,1.8408488063660478,0.4350132625994695,2.3911205073995774
-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,NEAR BAY,1.8455696202531646,0.4050632911392405,2.5483870967741935
-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,NEAR BAY,2.220162224797219,0.5179606025492468,2.2830687830687832
-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,NEAR BAY,1.8433219178082192,0.4118150684931507,2.6485260770975056
-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,NEAR BAY,1.8732943469785575,0.398635477582846,3.062686567164179
-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,NEAR BAY,2.1949602122015914,0.4854111405835544,2.291793313069909
-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,NEAR BAY,2.118441971383148,0.4562798092209857,2.3470149253731343
-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,NEAR BAY,2.1315789473684212,0.49473684210526314,2.159090909090909
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,NEAR BAY,1.8216818642350556,0.4376899696048632,2.6390374331550803
-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,NEAR BAY,1.677025527192009,0.4328523862375139,2.235732009925558
-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,NEAR BAY,2.1335268505079825,0.47895500725689405,2.2297734627831716
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,NEAR BAY,1.766158315177923,0.5192447349310094,1.978448275862069
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,NEAR BAY,1.7600422832980973,0.4429175475687104,2.3949367088607594
-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,NEAR BAY,1.8104448742746615,0.6015473887814313,2.076305220883534
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,NEAR BAY,1.5432900432900434,0.43722943722943725,2.4444444444444446
-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,NEAR BAY,2.0342612419700212,0.43254817987152033,2.3585858585858586
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,NEAR BAY,2.1863636363636365,0.4712121212121212,2.26027397260274
-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,NEAR BAY,2.3064066852367686,0.584958217270195,1.8795811518324608
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,NEAR BAY,1.8262987012987013,0.5227272727272727,2.026315789473684
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,NEAR BAY,1.8046594982078854,0.5591397849462365,2.205533596837945
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,NEAR BAY,1.475177304964539,0.46099290780141844,2.64375
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,NEAR BAY,1.3514285714285714,0.5357142857142857,1.9886363636363635
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,NEAR BAY,1.2190476190476192,0.6163265306122448,1.678082191780822
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,NEAR BAY,1.7606032045240338,0.4297832233741753,2.6068796068796067
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,NEAR BAY,1.6442062276671772,0.43542623787646756,2.720833333333333
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,NEAR BAY,1.4027538726333908,0.3924268502581756,2.905
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,NEAR BAY,1.6690442225392297,0.33523537803138376,3.0085836909871246
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,NEAR BAY,1.640625,0.421875,2.618181818181818
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,NEAR BAY,1.9903536977491962,0.4630225080385852,2.4015444015444016
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,NEAR BAY,2.04532967032967,0.46016483516483514,2.9836065573770494
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,NEAR BAY,1.2914338919925512,0.31750465549348234,3.5328947368421053
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,NEAR BAY,1.6808510638297873,0.4574468085106383,1.6491228070175439
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,NEAR BAY,2.023465703971119,0.38086642599277976,2.962566844919786
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,NEAR BAY,1.569767441860465,0.3372093023255814,3.739130434782609
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,NEAR BAY,2.0159151193633953,0.5039787798408488,3.0901639344262297
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,NEAR BAY,2.349328214971209,0.45489443378119004,3.2767295597484276
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,NEAR BAY,2.1122448979591835,0.4642857142857143,2.9473684210526314
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,NEAR BAY,1.6721854304635762,0.34602649006622516,3.229946524064171
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,NEAR BAY,1.8464467005076142,0.44923857868020306,2.3734939759036147
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,NEAR BAY,2.08739837398374,0.4959349593495935,3.3469387755102042
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,NEAR BAY,2.0875912408759123,0.3978102189781022,3.341463414634146
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,NEAR BAY,1.5364783324190894,0.3532638507953922,2.983633387888707
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,NEAR BAY,1.9591836734693877,0.3877551020408163,3.0866141732283463
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,NEAR BAY,1.6065292096219932,0.5103092783505154,2.101083032490975
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,NEAR BAY,1.5071428571428571,0.36428571428571427,3.6842105263157894
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,NEAR BAY,0.6666666666666666,0.2222222222222222,2.5714285714285716
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,NEAR BAY,2.8793103448275863,0.5551724137931034,2.180451127819549
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,NEAR BAY,1.6233595800524934,0.6062992125984252,1.7357630979498861
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,NEAR BAY,2.3576051779935274,0.4546925566343042,2.4282907662082516
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,NEAR BAY,1.6740638002773924,0.33703190013869627,3.4830917874396135
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,NEAR BAY,1.6555977229601517,0.3548387096774194,3.243076923076923
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,NEAR BAY,1.9883720930232558,0.5116279069767442,2.2193548387096773
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,NEAR BAY,1.5172413793103448,0.4745484400656814,2.1072664359861593
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,NEAR BAY,1.1475409836065573,0.30601092896174864,3.267857142857143
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,NEAR BAY,1.7,0.485,2.2988505747126435
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,NEAR BAY,1.115606936416185,0.47398843930635837,2.232258064516129
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,NEAR BAY,2.0299785867237685,0.39400428265524623,2.7633136094674557
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,NEAR BAY,2.050397877984085,0.3793103448275862,3.2782608695652176
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,NEAR BAY,1.5120274914089347,0.7749140893470791,1.5315789473684212
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,NEAR BAY,1.6025641025641026,0.6373626373626373,1.6545454545454545
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,NEAR BAY,0.84,0.336,3.2051282051282053
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,NEAR BAY,1.2425,0.49,2.2099447513812156
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,NEAR BAY,0.23783185840707965,0.09623893805309734,10.272727272727273
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,NEAR BAY,0.5026178010471204,0.16230366492146597,5.617647058823529
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,NEAR BAY,1.4693593314763231,0.4832869080779944,2.377483443708609
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,NEAR BAY,1.2923888470233609,0.4694800301431801,2.841541755888651
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,NEAR BAY,1.5361775727875469,0.7140386278466417,1.493327593628928
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,NEAR BAY,2.244140625,0.64990234375,1.735593220338983
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,NEAR BAY,1.6584158415841583,0.5297029702970297,2.21978021978022
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,NEAR BAY,1.8191699604743083,0.6274703557312253,1.6192
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,NEAR BAY,1.9766050054406965,0.5903155603917302,1.8755102040816327
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,NEAR BAY,2.0208333333333335,0.6137152777777778,1.8432
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,NEAR BAY,2.2653140850565743,0.6254389387436597,1.7120908483633934
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,NEAR BAY,2.1953727506426737,0.622107969151671,1.706140350877193
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,NEAR BAY,2.4078212290502794,0.7832402234636872,1.4600326264274062
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,NEAR BAY,2.183339531424321,0.7117887690591298,1.5030743432084963
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,NEAR BAY,2.2388724035608307,0.33382789317507416,2.762295081967213
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,NEAR BAY,2.857545839210155,0.6798307475317349,1.5548245614035088
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,NEAR BAY,2.56268221574344,0.6705539358600583,1.6255924170616114
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,NEAR BAY,2.410664819944598,0.5200831024930748,2.011142061281337
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,NEAR BAY,2.1953947368421054,0.5625,1.8952618453865338
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,NEAR BAY,2.589090909090909,0.5254545454545455,2.1739130434782608
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,NEAR BAY,2.1090808416389812,0.6079734219269103,1.7671232876712328
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,NEAR BAY,2.26357918810749,0.6838193253287593,1.4371405094494658
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,NEAR BAY,2.5303514376996805,0.5953141640042598,1.8092485549132948
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,NEAR BAY,2.3896296296296295,0.6340740740740741,1.599526066350711
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,NEAR BAY,2.3951310861423223,0.5374531835205992,1.8350515463917525
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,NEAR BAY,1.9632525410476935,0.6841282251759186,1.5400361228175798
-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,NEAR BAY,2.346024636058231,0.6187010078387458,1.7222757955641272
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,NEAR BAY,2.5927835051546393,0.411340206185567,2.6005361930294906
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,NEAR BAY,2.8916211293260474,0.4134790528233151,2.263917525773196
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,NEAR BAY,3.2443324937027707,0.5113350125944585,2.1117021276595747
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,NEAR BAY,3.4081632653061225,0.5510204081632653,2.0851063829787235
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,NEAR BAY,2.639019792648445,0.38737040527803956,2.632754342431762
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,NEAR BAY,2.998300764655905,0.4876805437553101,2.120720720720721
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,NEAR BAY,2.8990011098779136,0.4051054384017758,2.455040871934605
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0,NEAR BAY,2.603151157065485,0.5160019694731659,2.1244769874476988
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,NEAR BAY,2.8467507274490784,0.45877788554801163,2.152400835073069
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,NEAR BAY,2.5213549337260677,0.43961708394698085,2.274706867671692
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,NEAR BAY,3.088490099009901,0.41707920792079206,2.470948012232416
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,NEAR BAY,2.6196682464454977,0.4099526066350711,2.4606413994169096
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,NEAR BAY,2.6649122807017545,0.4298245614035088,2.2983870967741935
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,NEAR BAY,3.0337711069418387,0.39399624765478425,2.747422680412371
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,NEAR BAY,2.672574626865672,0.4291044776119403,2.419864559819413
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,NEAR BAY,3.1130915795943452,0.4843269821757836,2.1240208877284594
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,NEAR BAY,2.863930885529158,0.39740820734341253,2.4368421052631577
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,NEAR BAY,2.9317343173431736,0.4114391143911439,2.5687203791469195
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,NEAR BAY,2.7095310136157336,0.40998487140695916,2.45724907063197
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,NEAR BAY,2.8897637795275593,0.415748031496063,2.414448669201521
-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,NEAR BAY,2.926190476190476,0.430952380952381,2.3863636363636362
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,NEAR BAY,2.9802371541501977,0.42213438735177866,2.53
-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,483300.0,NEAR BAY,2.3174603174603177,0.30158730158730157,2.423076923076923
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,NEAR BAY,2.921279212792128,0.4095940959409594,2.322857142857143
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,NEAR BAY,2.7778819119025306,0.408622305529522,2.504694835680751
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,NEAR BAY,2.2484126984126984,0.4801587301587302,2.282608695652174
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,NEAR BAY,2.370136698212408,0.562565720294427,1.9527720739219712
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,NEAR BAY,2.723529411764706,0.41568627450980394,2.2767857142857144
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,NEAR BAY,2.5764705882352943,0.43790849673202614,2.4837662337662336
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,NEAR BAY,1.9335695305580158,0.41186891054030117,2.4543478260869565
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,NEAR BAY,2.130475302889096,0.43243243243243246,2.433106575963719
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,NEAR BAY,2.2962025316455694,0.45654008438818566,2.3009708737864076
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,NEAR BAY,2.677248677248677,0.44841269841269843,2.223529411764706
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,NEAR BAY,2.8471953578336557,0.5183752417794971,1.9846449136276392
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,NEAR BAY,2.583227445997459,0.6175349428208387,1.7145969498910676
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,NEAR BAY,2.3415032679738563,0.3741830065359477,2.8732394366197185
-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,390100.0,NEAR BAY,2.8667972575905973,0.39373163565132224,2.6868421052631577
-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,410300.0,NEAR BAY,2.6887340301974447,0.33914053426248547,3.3372093023255816
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,NEAR BAY,2.6075550891920254,0.3284365162644281,2.914373088685015
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,NEAR BAY,2.3501577287066246,0.3753943217665615,2.4765625
-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,348700.0,NEAR BAY,3.20501138952164,0.4157175398633257,2.4943181818181817
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,NEAR BAY,2.2799564270152506,0.599128540305011,1.9006211180124224
-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,NEAR BAY,2.466666666666667,0.4666666666666667,2.057142857142857
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,NEAR BAY,1.7435254803675857,0.42606516290726815,2.4528688524590163
-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,NEAR BAY,2.3979007633587788,0.47900763358778625,2.023166023166023
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,218800.0,NEAR BAY,2.353969410050983,0.6081573197378004,1.8380187416331994
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0,NEAR BAY,2.402332361516035,0.6209912536443148,1.6896551724137931
-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,250000.0,NEAR BAY,1.739514348785872,0.5827814569536424,1.8822714681440442
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0,NEAR BAY,1.3851224105461393,0.4416195856873823,2.5714285714285716
-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,193800.0,NEAR BAY,1.848689138576779,0.647191011235955,1.7270375161707632
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,NEAR BAY,1.3936806148590948,0.4201537147736977,2.7296037296037294
-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0,NEAR BAY,1.2108474576271187,0.3566101694915254,3.2065217391304346
-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,125000.0,NEAR BAY,0.8477088948787062,0.25336927223719674,3.7857142857142856
-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,138800.0,NEAR BAY,1.232965009208103,0.36003683241252304,2.9917355371900825
-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,116700.0,NEAR BAY,1.0200607902735563,0.36838905775075986,3.029465930018416
-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,151800.0,NEAR BAY,1.3707602339181286,0.3783625730994152,2.6552795031055902
-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,127000.0,NEAR BAY,1.362517099863201,0.3119015047879617,3.206140350877193
-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,128600.0,NEAR BAY,1.4230769230769231,0.3336314847942755,3.2219020172910664
-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,140600.0,NEAR BAY,1.5765407554671969,0.3956262425447316,3.002985074626866
-122.24,37.8,47.0,2046.0,588.0,1213.0,554.0,2.6292,182700.0,NEAR BAY,1.686727122835944,0.48474855729596045,2.1895306859205776
-122.23,37.8,52.0,1192.0,289.0,772.0,257.0,2.3833,146900.0,NEAR BAY,1.544041450777202,0.3743523316062176,3.0038910505836576
-122.24,37.8,52.0,1803.0,420.0,1321.0,401.0,2.957,122800.0,NEAR BAY,1.364875094625284,0.31794095382286147,3.29426433915212
-122.24,37.8,49.0,2838.0,749.0,1487.0,677.0,2.5238,169300.0,NEAR BAY,1.9085406859448555,0.503698722259583,2.1964549483013296
-122.23,37.8,52.0,783.0,184.0,488.0,186.0,1.9375,126600.0,NEAR BAY,1.6045081967213115,0.3770491803278688,2.6236559139784945
-122.23,37.8,51.0,1590.0,414.0,949.0,392.0,1.9028,127900.0,NEAR BAY,1.6754478398314014,0.4362486828240253,2.420918367346939
-122.23,37.8,50.0,1746.0,480.0,1149.0,415.0,2.25,123500.0,NEAR BAY,1.5195822454308094,0.4177545691906005,2.7686746987951807
-122.23,37.8,52.0,1252.0,299.0,844.0,280.0,2.3929,111900.0,NEAR BAY,1.4834123222748816,0.3542654028436019,3.0142857142857142
-122.23,37.79,43.0,5963.0,1344.0,4367.0,1231.0,2.1917,112800.0,NEAR BAY,1.365468284863751,0.30776276620105336,3.5475223395613322
-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,2.9357,107900.0,NEAR BAY,1.0747438215792646,0.23809523809523808,4.026699029126213
-122.23,37.79,30.0,999.0,264.0,1011.0,263.0,1.8854,137500.0,NEAR BAY,0.9881305637982196,0.26112759643916916,3.844106463878327
